,code,airport_name,city,state
2027,GNR, General Roca Airport,General Roca, Argentina
2028,GNT, Grants Milan Municipal,Grants, NM
2029,GNU, Goodnews,Goodnews Bay, AK
2030,GNV, Gainesville Regional,Gainesville, FL
2031,GOA, Genova/Sestri,Genoa, Italy
2032,GOB, Goba Airport,Goba, Ethiopia
2033,GOH, Nuuk Airport,Nuuk, Greenland
2034,GOI, Goa Airport,Goa, India
2035,GOJ, Nizhny Novgorod,Nizhniy Novgorod, Russia
2036,GOL, Gold Beach Municipal,Gold Beach, OR
2037,GOM, Goma Airport,Goma, Congo (Kinshasa)
2038,GON, Groton-New London,New London/Groton, CT
2039,GOO, Goondiwindi Airport,Goondiwindi, Australia
2040,GOP, Gorakhpur Airport,Gorakhpur, India
2041,GOR, Gore Airport,Gore, Ethiopia
2042,GOS, Gosford Airport,Gosford, Australia
2043,GOT, Landvetter,Gothenburg, Sweden
2044,GOU, Garoua Airport,Garoua, Cameroon
2045,GOV, Gove Airport,Gove, Australia
2046,GOZ, Gorna Oryahovitsa Airport,Gorna Oryahovitsa, Bulgaria
2047,GPI, Guapi Airport,Guapi, Colombia
2048,GPM, Grand Prairie Municipal,Grand Prairie, TX
2049,GPS, Baltra,Galapagos Islands, Ecuador
2050,GPT, Gulfport-Biloxi International,Gulfport/Biloxi, MS
2051,GPZ, Grand Rapids/Itasca County-Gordon Newstrom Field,Grand Rapids, MN
2052,GQQ, Horning,Galion, OH
2053,GRA, Germania,Gamarra, Colombia
2054,GRB, Green Bay Austin Straubel International,Green Bay, WI
2055,GRD, Greenwood County,Greenwood, SC
2056,GRF, Gray AAF,Tacoma, WA
2057,GRI, Central Nebraska Regional,Grand Island, NE
2058,GRJ, George Airport,George, South Africa
2059,GRK, Robert Gray AAF,Killeen, TX
2060,GRO, Gerona Costa Brava,Gerona, Spain
2061,GRP, Gurupi Airport,Gurupi, Brazil
2062,GRQ, Eelde,Groningen, Netherlands
2063,GRR, Gerald R. Ford International,Grand Rapids, MI
2064,GRS, Grosseto Airport,Grosseto, Italy
2065,GRU, Guarulhos Gov Andre Franco Montoro,Sao Paulo, Brazil
2066,GRW, Graciosa Island Airport,Graciosa Island, Portugal
2067,GRX, Granada Airport,Granada, Spain
2068,GRZ, Graz Airport,Graz, Austria
2069,GSB, Seymour Johnson AFB,Goldsboro, NC
2070,GSE, Gothenburg City,Gothenburg, Sweden
2071,GSH, Goshen Municipal,Goshen, IN
2072,GSO, Piedmont Triad International,Greensboro/High Point, NC
2073,GSP, Greenville-Spartanburg International,Greer, SC
2074,GST, Gustavus Airport,Gustavus, AK
2075,GSW, Greater Southwest International,Dallas/Fort Worth, TX
2076,GT1, San Jose Airport,San Jose, Guatemala
2077,GTB, Genting Airport,Genting, Malaysia
2078,GTE, Groote Eylandt,Groote Island, Australia
2079,GTF, Great Falls International,Great Falls, MT
2080,GTK, Sungei Tekai Airport,Sungei Tekai, Malaysia
2081,GTN, Glentanner,Mount Cook, New Zealand
2082,GTO, Djalaluddin,Gorontalo, Indonesia
2083,GTR, Golden Triangle Regional,Columbus, MS
2084,GTU, Georgetown Municipal,Georgetown, TX
2085,GTW, Holesov,Zlin, Czech Republic
2086,GTY, Gettysburg Regional,Gettysburg, PA
2087,GUA, La Aurora International,Guatemala City, Guatemala
2088,GUB, Guerrero Negro Airport,Guerrero Negro, Mexico
2089,GUC, Gunnison-Crested Butte Regional,Gunnison, CO
2090,GUD, Goundam Airport,Goundam, Mali
2091,GUF, Jack Edwards,Gulf Shores, AL
2092,GUH, Gunnedah Airport,Gunnedah, Australia
2093,GUI, Almirante Cristobal Colon,Guiria, Venezuela
2094,GUM, Guam International,Guam, TT
2095,GUO, Jicalapa,Gualaco, Honduras
2096,GUP, Gallup Municipal,Gallup, NM
2097,GUQ, Guanare Airport,Guanare, Venezuela
2098,GUR, Gurney,Alotau, Papua New Guinea
2099,GUS, Grissom ARB,Peru, IN
2100,GUT, Gutersloh Airport,Gutersloh, Germany
2101,GUW, Atyrau Airport,Atyrau, Kazakhstan
2102,GUY, Guymon Municipal,Guymon, OK
2103,GUZ, Guiratinga Airport,Guiratinga, Brazil
2104,GVA, Geneva Airport,Geneva, Switzerland
2105,GVE, Gordonsville Municipal,Gordonville, VA
2106,GVL, Lee Gilmer Memorial,Gainesville, GA
2107,GVQ, Genesee County,Batavia, NY
2108,GVR, Governador Valadares Airport,Governador Valadares, Brazil
2109,GVT, Majors,Greenville, TX
2110,GVW, Richards/Gebaur AFB,Grandview, MO
2111,GVX, Gavle Airport,Gavle, Sweden
2112,GWD, Gwadar International,Gwadar, Pakistan
2113,GWE, Gweru Thornhill,Gweru, Zimbabwe
2114,GWI, Gwinner Municipal,Gwinner, ND
2115,GWL, Gwalior Airport,Gwalior, India
2116,GWO, Greenwood/Leflore,Greenwood, MS
2117,GWR, Gwinner-Roger Melroe Field,Gwinner, ND
2118,GWS, Glenwood Springs Municipal,Glenwood Springs, CO
2119,GWT, Sylt,Westerland-Sylt, Germany
2120,GWY, Carnmore,Galway, Ireland
2121,GXF, Sayun International,Sayun, Yemen
2122,GXH, Mildenhall NAF,Mildenhall, United Kingdom
2123,GXQ, Teniente Vidal,Coyhaique, Chile
2124,GXX, Yagoua Ville,Yagoua, Cameroon
2125,GYA, Guayaramerin Airport,Guayaramerin, Bolivia
2126,GYD, Heydar Aliyev International,Baku, Azerbaijan
2127,GYE, Jose Joaquin de Olmedo International,Guayaquil, Ecuador
2128,GYM, General Jose Maria Yanez International,Guaymas, Mexico
2129,GYN, Santa Genoveva,Goiania, Brazil
2130,GYR, Phoenix Goodyear,Goodyear, AZ
2131,GYY, Gary/Chicago International,Gary, IN
2132,GZO, Gizo Airport,Gizo, Solomon Islands
2133,GZT, Gaziantep Airport,Gaziantep, Turkey
2134,HAB, Marion County,Hamilton, AL
2135,HAC, Hachijo Jima Island Airport,Hachijo Jima Island, Japan
2136,HAD, Halmstad Airport,Halmstad, Sweden
2137,HAE, Havasupai Airport,Havasupai, AZ
2138,HAF, Half Moon Bay Airport,Half Moon Bay, CA
2139,HAH, Prince Said Ibrahim,Moroni, Comoros
2140,HAJ, Hannover Airport,Hannover, Germany
2141,HAK, Meilan,Haikou, China
2142,HAM, Hamburg Airport,Hamburg, Germany
2143,HAN, Noibai International,Hanoi, Vietnam
2144,HAO, Butler County Regional Hogan Field,Hamilton, OH
2145,HAP, Long Island Airport,Long Island, Australia
2146,HAR, Capital City,Harrisburg, PA
2147,HAS, Hail Airport,Hail, Saudi Arabia
2148,HAU, Karmoy,Haugesund, Norway
2149,HAV, Jose Marti International,Havana, Cuba
2150,HAY, Haycock Airport,Haycock, AK
2151,HBA, Hobart Airport,Hobart, Australia
2152,HBC, Hanus Bay Airport,Hanus Bay, AK
2153,HBE, Borg El Arab,Alexandria, Egypt
2154,HBG, Hattiesburg Bobby L. Chain Municipal,Hattiesburg, MS
2155,HBH, Hobart Bay Airport,Hobart Bay, AK
2156,HBI, Harbour Island Airport,Harbour Island, The Bahamas
2157,HBL, Babelegi Heliport,Babelegi, South Africa
2158,HBT, Al Batin,Hafr Al Batin, Saudi Arabia
2159,HBV, Jim Hogg County,Hebbronville, TX
2160,HBY, Hood Bay Airport,Hood Bay, AK
2161,HCA, Howard County,Big Spring, TX
2162,HCB, Shoal Cove Airport,Shoal Cove, AK
2163,HCR, Holy Cross Airport,Holy Cross, AK
2164,HCW, Cheraw Municipal/Lynch Bellinger Field,Cheraw, SC
2165,HDA, Hidden Falls Airport,Hidden Falls, AK
2166,HDB, Heidelberg AHP,Heidelberg, Germany
2167,HDD, Hyderabad Airport,Hyderabad, Pakistan
2168,HDF, Heringsdorf Airport,Heringsdorf, Germany
2169,HDH, Dillingham,Mokuleia, HI
2170,HDM, Hamadan Airport,Hamadan, Iran
2171,HDN, Yampa Valley,Hayden, CO
2172,HDS, Hoedspruit Airport,Hoedspruit, South Africa
2173,HDY, Hat Yai International,Hat Yai, Thailand
2174,HEA, Herat Airport,Herat, Afghanistan
2175,HED, Herendeen Bay,Herendeen, AK
2176,HEH, Heho Airport,Heho, Burma
2177,HEI, Heide Buesum,Heide/Busum, Germany
2178,HEL, Helsinki Vantaa,Helsinki, Finland
2179,HER, Nikos Kazantzakis,Heraklion, Greece
2180,HES, Hermiston Municipal,Hermiston, OR
2181,HET, Baita,Hohhot, China
2182,HEX, Herrera International,Santo Domingo, Dominican Republic
2183,HEZ, Hardy-Anders Field Natchez-Adams County,Natchez, MS
2184,HFA, Haifa Airport,Haifa, Israel
2185,HFD, Hartford Brainard,Hartford, CT
2186,HFE, Xinqiao,Hefei, China
2187,HFF, Mackall AAF,Hoffman, NC
2188,HFN, Hornafjordur,Hofn, Iceland
2189,HFT, Hammerfest Airport,Hammerfest, Norway
2190,HGA, Egal International,Hargeisa, Somalia
2191,HGD, Hughenden Airport,Hughenden, Australia
2192,HGH, Xiaoshan,Hangzhou, China
2193,HGL, Helgoland Duene,Dune, Germany
2194,HGN, Mae Hong Son Airport,Mae Hong Son, Thailand
2195,HGO, Korhogo Airport,Korhogo, Cote d'Ivoire
2196,HGR, Hagerstown Regional-Richard A. Henson Field,Hagerstown, MD
2197,HGS, Hastings,Freetown, Sierra Leone
2198,HGU, Mount Hagen Airport,Mount Hagen, Papua New Guinea
2199,HGZ, Hogatza Airport,Hogatza, AK
2200,HHE, Hachinohe Airport,Hachinohe, Japan
2201,HHH, Hilton Head Airport,Hilton Head, SC
2202,HHN, Frankfurt Hahn,Hahn, Germany
2203,HHP, Kai Tak Heliport,Hong Kong, Hong Kong
2204,HHQ, Hua Hin Airport,Hua Hin, Thailand
2205,HHR, Jack Northrop Field/Hawthorne Municipal,Hawthorne, CA
2206,HIA, Hiawatha Municipal,Hiawatha, KS
2207,HIB, Range Regional,Hibbing, MN
2208,HIE, Mount Washington Regional,Whitefield, NH
2209,HIF, Hill AFB,Ogden, UT
2210,HII, Lake Havasu City Airport,Lake Havasu City, AZ
2211,HIJ, Hiroshima Airport,Hiroshima, Japan
2212,HIK, Daniel K Inouye International,Honolulu, HI
2213,HIN, Sacheon AB,Jinju, South Korea
2214,HIO, Portland Hillsboro,Hillsboro, OR
2215,HIR, Honiara International,Honiara, Solomon Islands
2216,HIS, Hayman Island Airport,Hayman Island, Australia
2217,HJR, Khajuraho Airport,Khajuraho, India
2218,HKA, Blytheville Municipal,Blytheville, AR
2219,HKB, Healy River,Healy, AK
2220,HKD, Hakodate Airport,Hakodate, Japan
2221,HKG, Hong Kong International,Hong Kong, Hong Kong
2222,HKK, Hokitika Airport,Hokitika, New Zealand
2223,HKN, Hoskins Airport,Hoskins, Papua New Guinea
2224,HKP, Kaanapali Airport,Kaanapali, HI
2225,HKS, Hawkins Field,Jackson, MS
2226,HKT, Phuket International,Phuket, Thailand
2227,HKY, Hickory Regional,Hickory, NC
2228,HLA, Lanseria International,Lanseria, South Africa
2229,HLD, Hailar Airport,Hailar, China
2230,HLF, Hultsfred Airport,Hultsfred, Sweden
2231,HLG, Wheeling Ohio County,Wheeling, WV
2232,HLI, Hollister Municipal,Hollister, CA
2233,HLM, Park Township,Holland, MI
2234,HLN, Helena Regional,Helena, MT
2235,HLO, Holbrook Municipal,Holbrook, AZ
2236,HLP, Halim Perdanakusuma International,Jakarta, Indonesia
2237,HLT, Hamilton Airport,Hamilton, Australia
2238,HLZ, Hamilton Airport,Hamilton, New Zealand
2239,HMA, Khanty-Mansiysk Airport,Khanty-Mansiysk, Russia
2240,HME, Krim Belkacem,Hassi Messaoud, Algeria
2241,HMN, Holloman AFB,Alamogordo, NM
2242,HMO, General Ignacio P. Garcia International,Hermosillo, Mexico
2243,HMS, Homeshore Airport,Homeshore, AK
2244,HMT, Hemet-Ryan,Hemet, CA
2245,HMY, Seosan AB,Seosan, South Korea
2246,HNA, Hanamaki Airport,Hanamaki, Japan
2247,HNC, Billy Mitchell,Hatteras, NC
2248,HND, Tokyo International,Tokyo, Japan
2249,HNG, Hienghene/Henri Martinet,Hienghene, New Caledonia
2250,HNH, Hoonah Airport,Hoonah, AK
2251,HNL, Daniel K Inouye International,Honolulu, HI
2252,HNM, Hana Airport,Hana, HI
2253,HNS, Haines Airport,Haines, AK
2254,HOB, Lea County Regional,Hobbs, NM
2255,HOD, Hodeidah International,Hodeidah, Yemen
2256,HOF, Al Ahsa,Hofuf, Saudi Arabia
2257,HOG, Frank Pais International,Holguin, Cuba
2258,HOI, Hao,Hao Island, French Polynesia
2259,HOK, Hooker Creek Airport,Hooker Creek, Australia
2260,HOL, Holikachuk Airport,Holikachuk, AK
2261,HOM, Homer Airport,Homer, AK
2262,HON, Huron Regional,Huron, SD
2263,HOP, Campbell AAF,Hopkinsville, KY
2264,HOQ, Hof Plauen,Hof, Germany
2265,HOR, Horta Airport,Horta, Portugal
2266,HOT, Memorial Field,Hot Springs, AR
2267,HOU, William P Hobby,Houston, TX
2268,HOV, Hovden,Orsta/Volda, Norway
2269,HOW, Panama Pacifico International,Balboa, Panama
2270,HPA, Salote Pilolevu,Lifuka, Tonga
2271,HPB, Hooper Bay Airport,Hooper Bay, AK
2272,HPH, Catbi International,Hai Phong, Vietnam
2273,HPN, Westchester County,White Plains, NY
2274,HPT, Hampton Municipal,Hampton, IA
2275,HPV, Princeville,Hanalei, HI
2276,HQM, Bowerman,Hoquiam, WA
2277,HRB, Taiping,Harbin, China
2278,HRE, Robert Gabriel Mugabe International,Harare, Zimbabwe
2279,HRG, Hurghada International,Hurghada, Egypt
2280,HRK, Kharkov Airport,Kharkov, Ukraine
2281,HRL, Valley International,Harlingen/San Benito, TX
2282,HRO, Boone County,Harrison, AR
2283,HRT, Linton-On-Ouse,Harrogate, United Kingdom
2284,HSC, Shaoguan Airport,Shaoguan, China
2285,HSG, Saga Airport,Saga, Japan
2286,HSH, Henderson Executive,Las Vegas, NV
2287,HSI, Hastings Municipal,Hastings, NE
2288,HSK, Huesca Airport,Huesca, Spain
2289,HSL, Huslia Airport,Huslia, AK
2290,HSP, Ingalls Field,Hot Springs, VA
2291,HST, Homestead ARB,Homestead, FL
2292,HSV, Huntsville International-Carl T Jones Field,Huntsville, AL
2293,HTA, Kadala,Chita, Russia
2294,HTF, Hatfield Airport,Hatfield, United Kingdom
2295,HTH, Hawthorne Industrial,Hawthorne, NV
2296,HTI, Hamilton Island Airport,Hamilton Island, Australia
2297,HTO, East Hampton Airport,East Hampton, NY
2298,HTS, Tri-State/Milton J. Ferguson Field,Ashland, WV
2299,HTY, Hatay Airport,Hatay, Japan
2300,HTZ, Hato Corozal Airport,Hato Corozal, Colombia
2301,HUA, Redstone AAF,Huntsville, AL
2302,HUC, Dr Hermenegildo Ortiz Quinones,Humacao, PR
2303,HUE, Humera Airport,Humera, Ethiopia
2304,HUF, Terre Haute Regional,Terre Haute, IN
2305,HUG, Huehuetenango Airport,Huehuetenango, Guatemala
2306,HUH, Huahine Fare,Huahine, French Polynesia
2307,HUI, Phubai International,Hue, Vietnam
2308,HUL, Houlton International,Houlton, ME
2309,HUM, Houma Terrebonne,Houma, LA
2310,HUN, Hualien Airport,Hualien, Taiwan
2311,HUS, Hughes Airport,Hughes, AK
2312,HUT, Hutchinson Regional,Hutchinson, KS
2313,HUU, Alferez FAP David Figueroa Fernandini,Huanuco, Peru
2314,HUV, Hudiksvall Airport,Hudiksvall, Sweden
2315,HUX, Bahias de Huatulco International,Santa Cruz/Huatulco, Mexico
2316,HUY, Humberside Airport,Humberside, United Kingdom
2317,HVA, Analalava Airport,Analalava, Madagascar
2318,HVB, Hervey Bay Airport,Hervey Bay, Australia
2319,HVC, Hopkinsville-Christian County,Hopkinsville, KY
2320,HVN, Tweed New Haven,New Haven, CT
2321,HVR, Havre City-County,Havre, MT
2322,HVS, Hartsville Regional,Hartsville, SC
2323,HWD, Hayward Executive,Hayward, CA
2324,HWI, Hawk Inlet Airport,Hawk Inlet, AK
2325,HWN, Hwange National Park,Hwange, Zimbabwe
2326,HYA, Barnstable Municipal-Boardman/Polando Field,Hyannis, MA
2327,HYD, Rajiv Gandhi International,Hyderabad, India
2328,HYG, Hydaburg Seaplane Base,Hydaburg, AK
2329,HYL, Hollis Seaplane Base,Hollis, AK
2330,HYR, Sawyer County,Hayward, WI
2331,HYS, Hays Regional,Hays, KS
2332,HZH, Liping,Liping City, China
2333,HZK, Husavik Airport,Husavik, Iceland
2334,HZL, Hazleton Regional,Hazleton, PA
2335,IA1, Shenandoah Municipal,Shenandoah, IA
2336,IA2, Webster City Municipal,Webster City, IA
2337,IA3, Red Oak Municipal,Red Oak, IA
2338,IA4, Pella Municipal,Pella, IA
2339,IAB, McConnell AFB,Wichita, KS
2340,IAD, Washington Dulles International,Washington, DC
2341,IAG, Niagara Falls International,Niagara Falls, NY
2342,IAH, George Bush Intercontinental/Houston,Houston, TX
2343,IAM, In Amenas Airport,In Amenas, Algeria
2344,IAN, Bob Baker Memorial,Kiana, AK
2345,IAR, Yaroslavl Airport,Yaroslavl, Russia
2346,IAS, Iasi International,Iasi, Romania
2347,IBA, Ibadan Airport,Ibadan, Nigeria
2348,IBE, Perales,Ibague, Colombia
2349,IBR, Hyakuri,Tokyo, Japan
2350,IBZ, Ibiza Airport,Ibiza, Spain
2351,ICI, Cicia Airport,Cicia, Fiji
2352,ICK, Nieuw,Nieuw Nickerie, Suriname
2353,ICN, Incheon International,Seoul, South Korea
2354,ICT, Wichita Dwight D Eisenhower National,Wichita, KS
2355,ICY, Icy Bay Airport,Icy Bay, AK
2356,ID1, Driggs-Reed Memorial,Driggs, ID
2357,ID2, Montpelier Airport,Montpelier, ID
2358,IDA, Idaho Falls Regional,Idaho Falls, ID
2359,IDI, Indiana County,Indiana, PA
2360,IDO, Santa Isabel Do Morro Airport,Santa Isabel Do Morro, Brazil
2361,IDP, Independence Municipal,Independence, KS
2362,IDR, Indore Airport,Indore, India
2363,IE1, Casement,Baldonnel, Ireland
2364,IEG, Babimost,Zielona Gora, Poland
2365,IEV, Zhuliany International,Kiev, Ukraine
2366,IFJ, Isafjordur Airport,Isafjordur, Iceland
2367,IFL, Innisfail Airport,Innisfail, Australia
2368,IFN, Shahid Beheshti International,Isfahan, Iran
2369,IFO, Ivano - Frankovska International,Ivano-Frankovska, Ukraine
2370,IFP, Laughlin/Bullhead International,Bullhead City, AZ
2371,IGA, Inagua Airport,Inagua, The Bahamas
2372,IGG, Igiugig Airport,Igiugig, AK
2373,IGH, Ingham Airport,Ingham, Australia
2374,IGL, Cigli,Izmir, Turkey
2375,IGM, Kingman Airport,Kingman, AZ
2376,IGN, Maria Cristina,Iligan, Philippines
2377,IGO, Chigorodo Airport,Chigorodo, Colombia
2378,IGR, Cataratas,Iguazu, Argentina
2379,IGS, Ingolstadt Manching,Ingolstadt, Germany
2380,IGU, Cataratas International,Iguacu Falls, Brazil
2381,IGX, Horace Williams,Chapel Hill, NC
2382,IHU, Ihu Airport,Ihu, Papua New Guinea
2383,II1, Rantoul National Aviation Center,Rantoul, IL
2384,II2, Lewis University,Chicago/Romeoville, IL
2385,II3, De Kalb Taylor Municipal,De Kalb, IL
2386,II4, Logan County,Lincoln, IL
2387,IJU, Ijui Airport,Ijui, Brazil
2388,IJX, Jacksonville Municipal,Jacksonville, IL
2389,IKA, Imam Khomaini International,Tehran, Iran
2390,IKB, Wilkes County,Wilkesboro, NC
2391,IKI, Iki Airport,Iki, Japan
2392,IKK, Greater Kankakee,Kankakee, IL
2393,IKO, Nikolski AS,Nikolski, AK
2394,IKT, Irkutsk Airport,Irkutsk, Russia
2395,IKV, Ankeny Regional,Ankeny, IA
2396,IL1, Nevatim AB,Nevatim, Israel
2397,IL2, Effingham County Memorial,Effingham, IL
2398,ILE, Skylark Field,Killeen, TX
2399,ILG, New Castle,Wilmington, DE
2400,ILI, Iliamna Airport,Iliamna, AK
2401,ILL, Willmar Municipal,Willmar, MN
2402,ILM, Wilmington International,Wilmington, NC
2403,ILN, Wilmington Air Park,Wilmington, OH
2404,ILO, Iloilo Airport,Iloilo, Philippines
2405,ILP, Ile Des Pins Moue,Ile Des Pins, New Caledonia
2406,ILQ, Ilo Airport,Ilo, Peru
2407,ILR, Ilorin Airport,Ilorin, Nigeria
2408,ILY, Islay Airport,Islay, United Kingdom
2409,ILZ, Zilina International,Zilina, Slovakia
2410,IMF, Imphal Airport,Imphal, India
2411,IML, Imperial Municipal,Imperial, NE
2412,IMM, Immokalee Regional,Immokalee, FL
2413,IMP, Imperatriz Airport,Imperatriz, Brazil
2414,IMT, Ford,Iron Mountain/Kingsfd, MI
2415,IN1, De Kalb County,Auburn, IN
2416,IN2, Indianapolis Executive,Indianapolis, IN
2417,IN3, Indianapolis Metro,Indianapolis, IN
2418,IN4, Eagle Creek Airpark,Indianapolis, IN
2419,IN5, Hindon Airport,Hindon, India
2420,IN6, Clark Regional,Jeffersonville, IN
2421,IN7, Indy South Greenwood,Indianapolis, IN
2422,IN8, Rajali Arakkonam,Tamil Nadu, India
2423,INC, Hedong,Yinchuan, China
2424,IND, Indianapolis International,Indianapolis, IN
2425,INF, In Guezzam Airport,In Guezzam, Algeria
2426,ING, Lago Argentino Airport,Lago Argentino, Argentina
2427,INH, Inhambane Airport,Inhambane, Mozambique
2428,INL, Falls International Einarson Field,International Falls, MN
2429,INN, Innsbruck Airport,Innsbruck, Austria
2430,INO, Inongo Airport,Inongo, Congo (Kinshasa)
2431,INR, Kincheloe AFB,Sault Ste. Marie, MI
2432,INS, Creech AFB,Indian Springs, NV
2433,INT, Smith Reynolds,Winston-Salem, NC
2434,INU, Nauru Island,Nauru, Nauru
2435,INV, Inverness Airport,Inverness, United Kingdom
2436,INW, Winslow-Lindbergh Regional,Winslow, AZ
2437,IOA, Ioannina Airport,Ioannina, Greece
2438,IOM, Isle of Man Airport,Isle of Man, United Kingdom
2439,ION, Impfondo Airport,Impfondo, Congo (Brazaville)
2440,IOR, Inishmore Airport,Inishmore, Ireland
2441,IOS, Bahia-Jorge Amado,Ilheus, Brazil
2442,IOU, Ile Ouen Airport,Ile Ouen, New Caledonia
2443,IOW, Iowa City Municipal,Iowa City, IA
2444,IPC, Mataveri International,Easter Island, Chile
2445,IPE, Ipil Airport,Ipil, Philippines
2446,IPH, Ipoh Sultan Azlan Shah,Ipoh, Malaysia
2447,IPI, San Luis,Ipiales, Colombia
2448,IPL, Imperial County,El Centro, CA
2449,IPN, Usiminas,Ipatinga, Brazil
2450,IPT, Williamsport Regional,Williamsport, PA
2451,IQ1, Al Taqaddum AB,Al Taqaddum, Iraq
2452,IQ2, Al Asad AB,Al Asad, Iraq
2453,IQQ, Diego Aracena International,Iquique, Chile
2454,IQT, Coronel Francisco Secada Vignetta International,Iquitos, Peru
2455,IRC, Circle City,Circle, AK
2456,IRD, Ishurdi Airport,Ishurdi, Bangladesh
2457,IRG, Iron Range Airport,Iron Range, Australia
2458,IRI, Iringa Airport,Iringa, Tanzania
2459,IRJ, Capitan Vicente A Almonacid,La Rioja, Argentina
2460,IRK, Kirksville Regional,Kirksville, MO
2461,IRO, Birao Airport,Birao, Central African Republic
2462,IRP, Isiro Airport,Isiro, Congo (Kinshasa)
2463,IRS, Sturgis Airport,Sturgis, MI
2464,IRV, Roy E. Ray,Bayou La Batre, AL
2465,ISA, Mount Isa Airport,Mount Isa, Australia
2466,ISB, Benazir Bhutto International,Islamabad, Pakistan
2467,ISC, Scilly Isles Airport,Scilly Isles, United Kingdom
2468,ISG, Ishigaki Airport,Ishigaki, Japan
2469,ISH, Ischia Airport,Ischia, Italy
2470,ISI, Isisford Airport,Isisford, Australia
2471,ISJ, Isla Mujeres Airport,Isla Mujeres, Mexico
2472,ISL, Isabel Pass Airport,Isabel Pass, AK
2473,ISM, Kissimmee Gateway,Orlando, FL
2474,ISN, Sloulin Field International,Williston, ND
2475,ISO, Kinston Regional Jetport at Stallings Field,Kinston, NC
2476,ISP, Long Island MacArthur,Islip, NY
2477,ISQ, Schoolcraft County,Manistique, MI
2478,ISR, Istres Le Tube,Istres, France
2479,ISS, Wiscasset Airport,Wiscasset, ME
2480,IST, Ataturk,Istanbul, Turkey
2481,ISU, Sulaymaniyah International,Sulaymaniyah, Iraq
2482,ISW, Alexander Field South Wood County,Wisconsin Rapids, WI
2483,IT1, Amendola Airport,Amendola, Italy
2484,ITB, Itaituba Airport,Itaituba, Brazil
2485,ITH, Ithaca Tompkins Regional,Ithaca/Cortland, NY
2486,ITI, Itambacuri Airport,Itambacuri, Brazil
2487,ITJ, Navegantes,Itajai, Brazil
2488,ITM, Osaka International,Osaka, Japan
2489,ITN, Itabuna Airport,Itabuna, Brazil
2490,ITO, Hilo International,Hilo, HI
2491,ITQ, Itaqui Airport,Itaqui, Brazil
2492,IUD, Al Udeid AB,Doha, Qatar
2493,IUE, Niue International,Niue Island, Niue
