,code,airport_name,city,state
1510,DUS, Duesseldorf,Dusseldorf, Germany
1511,DUT, Unalaska Airport,Unalaska, AK
1512,DVK, Diavik Airport,Diavik, Canada
1513,DVL, Devils Lake Regional,Devils Lake, ND
1514,DVN, Davenport Municipal,Davenport, IA
1515,DVO, Francisco Bangoy International,Davao, Philippines
1516,DVT, Phoenix - Deer Valley,Phoenix, AZ
1517,DWA, Yolo County,Davis/Woodland/Winters, CA
1518,DWC, Dubai Al Maktoum International,Jebel Ali, United Arab Emirates
1519,DWH, David Wayne Hooks Memorial,Houston, TX
1520,DWS, Walt Disney World,Orlando, FL
1521,DXB, Dubai International,Dubai, United Arab Emirates
1522,DXR, Danbury Municipal,Danbury, CT
1523,DYG, Hehua,Dayong, China
1524,DYL, Doylestown Airport,Doylestown, PA
1525,DYR, Ugolny,Anadyr, Russia
1526,DYS, Dyess AFB,Abilene, TX
1527,DYU, Dushanbe Airport,Dushanbe, Tajikistan
1528,DZA, Dzaoudzi-Pamandzi,Dzaoudzi, Mayotte
1529,DZN, Zhezkazgan Airport,Zhezkazgan, Kazakhstan
1530,DZO, Durazno Airport,Durazno, Uruguay
1531,EAA, Eagle Airport,Eagle, AK
1532,EAG, Eagle Creek Strip,Noatak, AK
1533,EAM, Nejran Airport,Nejran, Saudi Arabia
1534,EAN, Phifer Airfield,Wheatland, WY
1535,EAR, Kearney Regional,Kearney, NE
1536,EAS, San Sebastian Airport,San Sebastian, Spain
1537,EAT, Pangborn Memorial,Wenatchee, WA
1538,EAU, Chippewa Valley Regional,Eau Claire, WI
1539,EBA, Marina Di Campo,Elba Island, Italy
1540,EBB, Entebbe International,Entebbe/Kampala, Uganda
1541,EBD, El Obeid Airport,El Obeid, Sudan
1542,EBJ, Esbjerg Airport,Esbjerg, Denmark
1543,EBL, Erbil International,Erbil, Iraq
1544,EBU, Saint Etienne Loire,St. Etienne, France
1545,ECA, Iosco County,East Tawas, MI
1546,ECG, Elizabeth City CGAS/Regional,Elizabeth City, NC
1547,ECI, Costa Esmeralda,Rivas, Nicaragua
1548,ECN, Ercan Airport,Ercan, Cyprus
1549,ECP, Northwest Florida Beaches International,Panama City, FL
1550,ECS, Mondell Field,Newcastle, WY
1551,ECU, Edwards County,Rocksprings, TX
1552,EDA, Edna Bay Airport,Edna Bay, AK
1553,EDE, Northeastern Regional,Edenton, NC
1554,EDF, Elmendorf AFB,Anchorage, AK
1555,EDI, Edinburgh Airport,Edinburgh, United Kingdom
1556,EDL, Eldoret Airport,Eldoret, Kenya
1557,EDW, Edwards AFB,Edwards, CA
1558,EE1, Amari Airport,Amari, Estonia
1559,EED, Needles Airport,Needles, CA
1560,EEK, Eek Airport,Eek, AK
1561,EEN, Dillant Hopkins,Keene, NH
1562,EFB, Eight Fathom Bight Airport,Eight Fathom Bight, AK
1563,EFD, Ellington,Houston, TX
1564,EFK, Northeast Kingdom International,Newport, VT
1565,EFL, Argostolion,Kefallinia Island, Greece
1566,EG1, Cairo West,Cairo, Egypt
1567,EG2, Jiyanklis AB,Jiyanklis, Egypt
1568,EG3, Beni Suef Airport,Beni Suef, Egypt
1569,EGA, Chenega Airport,Chenega, AK
1570,EGC, Bergerac Dordogne Perigord,Bergerac, France
1571,EGE, Eagle County Regional,Eagle, CO
1572,EGI, Duke Field,Crestview, FL
1573,EGN, Geneina Airport,Geneina, Sudan
1574,EGP, Eagle Pass Municipal,Eagle Pass, TX
1575,EGS, Egilsstadir Airport,Egilsstadir, Iceland
1576,EGT, Wellington Municipal,Wellington, KS
1577,EGV, Eagle River Union,Eagle River, WI
1578,EGX, Egegik Airport,Egegik, AK
1579,EHM, Cape Newenham LRRS,Cape Newenham, AK
1580,EHR, Eagle Harbor Airport,Eagle Harbor, AK
1581,EHT, Rentschler Heliport,East Hartford, CT
1582,EIA, Eia Airport,Eia, Papua New Guinea
1583,EIB, Eisenach Kindel,Eisenach, Germany
1584,EIL, Eielson AFB,Fairbanks, AK
1585,EIN, Eindhoven Airport,Eindhoven, Netherlands
1586,EIS, Terrance B Lettsome,Road Town, British Virgin Islands
1587,EJA, Yariguies,Barrancabermeja, Colombia
1588,EJH, Wedjh Airport,Wedjh, Saudi Arabia
1589,EKA, Murray Field,Eureka, CA
1590,EKI, Elkhart Municipal,Elkhart, IN
1591,EKN, Elkins-Randolph County-Jennings Randolph Field,Elkins, WV
1592,EKO, Elko Regional,Elko, NV
1593,EKX, Addington Field,Elizabethtown, KY
1594,EKY, Bessemer Airport,Bessemer, AL
1595,ELA, Eagle Lake Airport,Eagle Lake, TX
1596,ELB, El Banco Airport,El Banco, Colombia
1597,ELC, Elcho Island Airport,Elcho Island, Australia
1598,ELD, South Arkansas Regional at Goodwin Field,El Dorado, AR
1599,ELF, El Fasher Airport,El Fasher, Sudan
1600,ELG, El Golea Airport,El Golea, Algeria
1601,ELH, North Eleuthera Airport,North Eleuthera, The Bahamas
1602,ELI, Elim Airport,Elim, AK
1603,ELJ, El Recreo Airport,El Recreo, Colombia
1604,ELM, Elmira/Corning Regional,Elmira/Corning, NY
1605,ELN, Bowers Field,Ellensburg, WA
1606,ELP, El Paso International,El Paso, TX
1607,ELQ, Prince Naif Bin Abdulaziz,Gassim, Saudi Arabia
1608,ELS, East London Airport,East London, South Africa
1609,ELT, El Tor Airport,El Tor, Egypt
1610,ELV, Elfin Cove Seaplane Base,Elfin Cove, AK
1611,ELW, Ellamar Seaplane Base,Ellamar, AK
1612,ELY, Ely Airport/Yelland Field,Ely, NV
1613,EMA, East Midlands,Derby, United Kingdom
1614,EMD, Emerald Airport,Emerald, Australia
1615,EMK, Emmonak Airport,Emmonak, AK
1616,EML, Emmen Airport,Emmen, Switzerland
1617,EMM, Kemmerer Municipal,Kemmerer, WY
1618,EMN, Nema Airport,Nema, Mauritania
1619,EMP, Emporia Municipal,Emporia, KS
1620,EMT, San Gabriel Valley,El Monte, CA
1621,ENA, Kenai Municipal,Kenai, AK
1622,ENC, Nancy Essey,Nancy, France
1623,END, Vance AFB,Enid, OK
1624,ENL, Centralia Municipal,Centralia, IL
1625,ENN, Nenana Municipal,Nenana, AK
1626,ENQ, Coronel Enrique Soto Cano AB,Comayagua, Honduras
1627,ENS, Twente,Enschede, Netherlands
1628,ENU, Akanu Ibiam International,Enugu, Nigeria
1629,ENV, Wendover Airport,Wendover, UT
1630,ENW, Kenosha Regional,Kenosha, WI
1631,EOH, Olaya Herrera,Medellin, Colombia
1632,EOK, Keokuk Municipal,Keokuk, IA
1633,EPA, El Palomar Airport,El Palomar, Argentina
1634,EPH, Ephrata Municipal,Ephrata/Moses Lake, WA
1635,EPL, Epinal Mirecourt,Epinal, France
1636,EPN, Epena Airport,Epena, Congo (Brazaville)
1637,EPR, Esperance Airport,Esperance, Australia
1638,EQS, Esquel Airport,Esquel, Argentina
1639,ERA, Erigavo Airport,Erigavo, Somalia
1640,ERC, Erzincan Airport,Erzincan, Turkey
1641,ERD, Berdyansk Airport,Berdyansk, Ukraine
1642,ERF, Erfurt Weimar,Erfurt, Germany
1643,ERI, Erie International/Tom Ridge Field,Erie, PA
1644,ERM, Erechim Airport,Erechim, Brazil
1645,ERN, Eirunepe Airport,Eirunepe, Brazil
1646,ERS, Eros,Windhoek, Namibia
1647,ERT, Erdenet Airport,Erdenet, Mongolia
1648,ERV, Kerrville Municipal/Louis Schreiner Field,Kerrville, TX
1649,ERZ, Erzurum Airport,Erzurum, Turkey
1650,ES1, Getafe,Madrid, Spain
1651,ESA, Esa'ala Airport,Esa'ala, Papua New Guinea
1652,ESB, Esenboga,Ankara, Turkey
1653,ESC, Delta County,Escanaba, MI
1654,ESD, Orcas Island,Eastsound, WA
1655,ESE, General Alberto L Salinas Carranza,Ensenada, Mexico
1656,ESF, Esler Regional,Alexandria, LA
1657,ESM, Coronel Carlos Concha Torres,Esmeraldas, Ecuador
1658,ESN, Easton/Newnam Field,Easton, MD
1659,ESP, Stroudsburg Pocono,Stroudsburg, PA
1660,ESR, Ricardo Garcia Posada,El Salvador, Chile
1661,ESS, Essen Muelheim,Essen, Germany
1662,EST, Estherville Municipal,Estherville, IA
1663,ETH, Eilat Airport,Eilat, Israel
1664,ETN, Eastland Municipal,Eastland, TX
1665,ETS, Enterprise Municipal,Enterprise, AL
1666,ETZ, Metz Nancy Lorraine,Metz/Nancy, France
1667,EUA, Eua Airport,Eua, Tonga
1668,EUE, Eureka Airport,Eureka, NV
1669,EUF, Weedon Field,Eufaula, AL
1670,EUG, Mahlon Sweet Field,Eugene, OR
1671,EUN, Hassan I International,Laayoune, Morocco
1672,EUX, F.D. Roosevelt,St. Eustatius," Bonaire, Sint Eustatius, and Saba"
1673,EVC, Eva Creek Airport,Eva Creek, AK
1674,EVE, Evenes Airport,Evenes, Norway
1675,EVG, Sveg Airport,Sveg, Sweden
1676,EVM, Eveleth Virginia Municipal,Eveleth, MN
1677,EVN, Zvartnots,Yerevan, Armenia
1678,EVV, Evansville Regional,Evansville, IN
1679,EVW, Evanston-Uinta County Burns Field,Evanston, WY
1680,EVX, Evreux Fauville,Evreux, France
1681,EWB, New Bedford Regional,New Bedford/Fall River, MA
1682,EWK, Newton City County,Newton, KS
1683,EWN, Coastal Carolina Regional,New Bern/Morehead/Beaufort, NC
1684,EWR, Newark Liberty International,Newark, NJ
1685,EXI, Excursion Inlet Seaplane Base,Excursion Inlet, AK
1686,EXT, Exeter Airport,Exeter, United Kingdom
1687,EXU, George Town Airport,George Town, The Bahamas
1688,EYL, Yelimane Airport,Yelimane, Mali
1689,EYP, El Yopal Airport,El Yopal, Colombia
1690,EYW, Key West International,Key West, FL
1691,EZE, Ministro Pistarini,Ezeiza, Argentina
1692,EZS, Elazig Airport,Elazig, Turkey
1693,F70, French Valley,Murrieta/Temecula, CA
1694,FAB, Farnborough Airport,Farnborough, United Kingdom
1695,FAE, Vagar,Sorvagur, Denmark
1696,FAI, Fairbanks International,Fairbanks, AK
1697,FAJ, Diego Jimenez Torres,Fajardo, PR
1698,FAK, False Island Airport,False Island, AK
1699,FAL, Falcon State Park,Roma, TX
1700,FAM, Farmington Regional,Farmington, MO
1701,FAN, Lista,Farsund, Norway
1702,FAO, Faro Airport,Faro, Portugal
1703,FAQ, Fitiuta,Fitiuta Village, TT
1704,FAR, Hector International,Fargo, ND
1705,FAT, Fresno Yosemite International,Fresno, CA
1706,FAU, Fairmount Island Airport,Fairmount Island, AK
1707,FAV, Fakarava Airport,Fakarava, French Polynesia
1708,FAY, Fayetteville Regional/Grannis Field,Fayetteville, NC
1709,FBG, Simmons AAF,Fort Bragg, NC
1710,FBK, Ladd AAF,Fairbanks, AK
1711,FBM, Lubumbashi International,Lubumbashi, Congo (Kinshasa)
1712,FBR, Fort Bridger Airport,Fort Bridger, WY
1713,FBS, Friday Harbor Seaplane Base,Friday Harbor, WA
1714,FBU, Fornebu,Oslo, Norway
1715,FCA, Glacier Park International,Kalispell, MT
1716,FCH, Fresno Chandler Executive,Fresno, CA
1717,FCM, Flying Cloud,Minneapolis, MN
1718,FCN, Nordholz Airport,Nordholz, Germany
1719,FCO, Fiumicino,Rome, Italy
1720,FCS, Butts AAF,Colorado Springs, CO
1721,FDE, Forde Airport,Forde, Norway
1722,FDF, Martinique Aime Cesaire,Fort de France, Martinique
1723,FDH, Friedrichshafen Airport,Friedrichshafen, Germany
1724,FDK, Frederick Municipal,Frederick, MD
1725,FDR, Frederick Regional,Frederick, OK
1726,FDU, Bandundu Airport,Bandundu, Congo (Kinshasa)
1727,FDY, Findlay Airport,Findlay, OH
1728,FEG, Fergana Airport,Fergana, Uzbekistan
1729,FEN, Fernando de Noronha Airport,Fernando de Noronha, Brazil
1730,FEP, Albertus,Freeport, IL
1731,FET, Fremont Municipal,Fremont, NE
1732,FEW, Francis E. Warren AFB Heliport,Cheyenne, WY
1733,FEZ, Saiss International,Fez, Morocco
1734,FFD, RAF Fairford,Fairford, United Kingdom
1735,FFL, Fairfield Municipal,Fairfield, IA
1736,FFM, Fergus Falls Municipal-Einar Mickelson Field,Fergus Falls, MN
1737,FFO, Wright-Patterson AFB,Dayton, OH
1738,FFT, Capital City,Frankfort, KY
1739,FGD, Fderik Airport,Fderik, Mauritania
1740,FGI, Fagali I,Apia, Samoa
1741,FHB, Fernandina Beach Municipal,Fernandina Beach, FL
1742,FHU, Sierra Vista Municipal-Libby AAF,Fort Huachuca, AZ
1743,FIC, Fire Cove Airport,Fire Cove, AK
1744,FID, Elizabeth Field,Fishers Island, NY
1745,FIH, N'Djili International,Kinshasa, Congo (Kinshasa)
1746,FIL, Fillmore Municipal,Fillmore, UT
1747,FIN, Finschhafen Airport,Finschhafen, Papua New Guinea
1748,FIZ, Fitzroy Crossing Airport,Fitzroy Crossing, Australia
1749,FJR, Fujairah International,Al-Fujairah, United Arab Emirates
1750,FKB, Karlsruhe/Baden-Baden Airport,Karlsruhe/Baden-Baden, Germany
1751,FKI, Bangoka International,Kisangani, Congo (Kinshasa)
1752,FKJ, Fukui Airport,Fukui, Japan
1753,FKL, Venango Regional,Franklin/Oil City, PA
1754,FKS, Fukushima Airport,Fukushima, Japan
1755,FL1, Zephyrhills Municipal,Zephyrhills, FL
1756,FL2, Valkaria Airport,Valkaria, FL
1757,FL3, Vosikas,Chipley, FL
1758,FL4, Flagler Executive,Bunnell, FL
1759,FL5, Williston Municipal,Williston, FL
1760,FL6, Airglades,Clewiston, FL
1761,FL7, Coral Creek,Placida, FL
1762,FL8, Deland Municipal Sidney H Taylor Field,Deland, FL
1763,FLA, Gustavo Artunduaga Paredes,Florencia, Colombia
1764,FLB, Floriano Airport,Floriano, Brazil
1765,FLD, Fond Du Lac County,Fond Du Lac, WI
1766,FLF, Flensburg Schaeferhaus,Flensburg, Germany
1767,FLG, Flagstaff Pulliam,Flagstaff, AZ
1768,FLJ, Falls Bay Airport,Falls Bay, AK
1769,FLL, Fort Lauderdale-Hollywood International,Fort Lauderdale, FL
1770,FLN, Hercilio Luz International,Florianopolis, Brazil
1771,FLO, Florence Regional,Florence, SC
1772,FLR, Firenze,Florence, Italy
1773,FLS, Flinders Island Airport,Flinders Island, Australia
1774,FLT, Flat Airport,Flat, AK
1775,FLU, Flushing,New York, NY
1776,FLV, Sherman AAF,Leavenworth, KS
1777,FLW, Flores,Santa Cruz das Flores, Portugal
1778,FLX, Fallon Municipal,Fallon, NV
1779,FMA, Formosa Airport,Formosa, Argentina
1780,FMC, Five Mile Camp Airport,Five Mile Camp, AK
1781,FME, Tipton,Fort Meade, MD
1782,FMH, Cape Cod CGAS,Falmouth, MA
1783,FMI, Kalemie Airport,Kalemie, Congo (Kinshasa)
1784,FMM, Memmingen Airport,Memmingen, Germany
1785,FMN, Four Corners Regional,Farmington, NM
1786,FMO, Muenster Osnabrueck,Greven, Germany
1787,FMS, Fort Madison Municipal,Fort Madison, IA
1788,FMY, Page Field,Fort Myers, FL
1789,FNA, Freetown Lungi,Freetown, Sierra Leone
1790,FNC, Madeira,Funchal, Portugal
1791,FNI, Nimes Garons,Nimes, France
1792,FNJ, Pyongyang International,Pyongyang, North Korea
1793,FNL, Northern Colorado Regional,Fort Collins/Loveland, CO
1794,FNR, Funter Bay,Funter Bay Alaska, AK
1795,FNT, Bishop International,Flint, MI
1796,FOA, Marshall Field,Fortuna Ledge, AK
1797,FOB, Fort Bragg Airport,Fort Bragg, CA
1798,FOC, Changle,Fuzhou, China
1799,FOD, Fort Dodge Regional,Fort Dodge, IA
1800,FOE, Topeka Regional,Topeka, KS
1801,FOG, Foggia Airport,Foggia, Italy
1802,FOK, Francis S. Gabreski,Westhampton, NY
1803,FON, Arenal,San Carlos, Costa Rica
1804,FOR, Pinto Martins International,Fortaleza, Brazil
1805,FPO, Grand Bahama International,Freeport, The Bahamas
1806,FPR, Treasure Coast International,Fort Pierce, FL
1807,FPY, Perry-Foley,Perry, FL
1808,FQA, Patching Lake Airport,Patching Lake, AK
1809,FQB, San Nicolas Island NOLF,Ventura, CA
1810,FQC, Lilly Lake,Kodiak, AK
1811,FQD, Trident Volcano,Katmai National Park, AK
1812,FQE, Annex Creek Airport,Annex Creek, AK
1813,FQF, Davidson Creek Airport,Davidson Creek, AK
1814,FQG, Snettisham Airport,Snettisham, AK
1815,FQH, Fire Island Airport,Fire Island, AK
1816,FQI, Georgetown Scott County Regional,Scott, KY
1817,FQJ, Greens Creek Airport,Greens Creek, AK
1818,FQK, Gull Cove Airport,Gull Cove, AK
1819,FQL, Flora Municipal,Flora, IL
1820,FQN, Karta Lake Airport,Karta Lake, AK
1821,FQO, Manzanita Lake Airport,Manzanita Lake, AK
1822,FQP, Shrimp Bay Airport,Shrimp Bay, AK
1823,FQQ, Dry Bay Airport,Dry Bay, AK
1824,FQR, Josephine Lake Airport,Josephine Lake, AK
1825,FQU, Libby Airport,Libby, MT
1826,FQV, Volcano Bay Airport,Volcano Bay, AK
1827,FQW, Fort Glenn Airport,Fort Glenn, AK
1828,FQX, Babe Islands Airport,Babe Islands, AK
1829,FQY, Kahli Cove Airport,Kahli Cove, AK
1830,FRA, Frankfurt Main,Frankfurt, Germany
1831,FRC, Tenente Lund Pressoto,Franca, Brazil
1832,FRD, Friday Harbor Airport,Friday Harbor, WA
1833,FRF, Rhein Main AFB,Frankfurt, Germany
1834,FRG, Republic,East Farmingdale, NY
1835,FRL, Forli Airport,Forli, Italy
1836,FRM, Fairmont Municipal,Fairmont, MN
1837,FRO, Floro Airport,Floro, Norway
1838,FRP, Fresh Water Bay Airport,Fresh Water Bay, AK
1839,FRR, Front Royal-Warren County,Front Royal, VA
1840,FRS, Flores Airport,Flores, Guatemala
1841,FRU, Manas,Bishkek, Kyrgyzstan
1842,FRW, Francistown Airport,Francistown, Botswana
1843,FRY, Eastern Slopes Regional,Fryeburg, ME
1844,FSC, Figari Sud Corse,Figari, France
1845,FSD, Joe Foss Field,Sioux Falls, SD
1846,FSI, Henry Post AAF,Fort Sill, OK
1847,FSK, Fort Scott Municipal,Fort Scott, KS
1848,FSM, Fort Smith Regional,Fort Smith, AR
1849,FSP, Saint Pierre,St. Pierre, Saint Pierre and Miquelon
1850,FSS, RAF Kinloss,Forres, United Kingdom
1851,FST, Fort Stockton Pecos County,Ft. Stockton, TX
1852,FSZ, Shizuoka Airport,Shizuoka, Japan
1853,FTC, Fort Collins Airpark,Fort Collins, CO
1854,FTE, El Calafate Airport,El Calafate, Argentina
1855,FTG, Front Range,Denver, CO
1856,FTK, Godman AAF,Fort Knox, KY
1857,FTL, Fortuna Ledge Airport,Fortuna Ledge, AK
1858,FTU, Marillac,Fort Dauphin, Madagascar
1859,FTV, Masvingo Airport,Masvingo, Zimbabwe
1860,FTW, Fort Worth Meacham International,Dallas/Fort Worth, TX
1861,FTY, Fulton County Airport-Brown Field,Atlanta, GA
1862,FUE, Fuerteventura Airport,Fuerteventura, Spain
1863,FUJ, Fukue Airport,Fukue, Japan
1864,FUK, Fukuoka Airport,Fukuoka, Japan
1865,FUL, Fullerton Municipal,Fullerton, CA
1866,FUN, Funafuti International,Funafuti, Tuvalu
1867,FUT, Futuna Pointe Vele,Futuna Island, Wallis and Futuna
1868,FVA, Osprey Lodge Airport,Osprey Lodge, AK
1869,FVB, Baledogle Airport,Baledogle, Somalia
1870,FVC, Baikonour Airport,Baikonour, Kazakhstan
1871,FVD, Sonora Municipal,Sonora, TX
1872,FVE, Fallbrook Community Airpark,Fallbrook, CA
1873,FVF, Hagadera,Dadaab, Kenya
1874,FVG, Wickenburg Municipal,Wickenburg, AZ
1875,FVH, Othello Municipal,Othello, WA
1876,FVI, Byerley,Lake Providence, LA
1877,FVJ, Amberley Airport,Amberley, Australia
1878,FVL, Colusa Airport,Colusa, CA
1879,FVN, Big Sky Field,Culbertson, MT
1880,FVO, Aurora State,Aurora, OR
1881,FVP, Gansner Field,Quincy, CA
1882,FVQ, Donlin Creek Mine Airport,Donlin Creek Mine, AK
1883,FVR, Three Forks Airport,Three Forks, MT
1884,FVS, Rexburg-Madison County,Rexburg, ID
1885,FVT, Latacunga Airport,Latacunga, Ecuador
1886,FVU, Las Palmas Airport,Las Palmas, Peru
1887,FVV, Kern Valley,Kernville, CA
1888,FVW, Golden Creek Mine Airport,Golden Creek Mine, AK
1889,FVX, Grace Harbor Airport,Grace Harbor, AK
1890,FVY, Unuk River Airport,Unuk River, AK
1891,FVZ, Inigok,Deadhorse, AK
1892,FWA, Fort Wayne International,Fort Wayne, IN
1893,FWH, Fort Worth NAS JRB/Carswell Field,Fort Worth, TX
1894,FWL, Farewell Airport,Farewell, AK
1895,FWS, Fort Worth Spinks,Fort Worth, TX
1896,FXE, Fort Lauderdale Executive,Fort Lauderdale, FL
1897,FXM, Flaxman AFS,Flaxman Island, AK
1898,FXO, Nova Freixo Airport,Nova Freixo, Mozambique
1899,FXR, Frankfort Municipal,Clinton, IN
1900,FXY, Forest City Municipal,Forest City, IA
1901,FYT, Faya-Largeau Airport,Faya-Largeau, Chad
1902,FYU, Fort Yukon Airport,Fort Yukon, AK
1903,FYV, Drake Field,Fayetteville, AR
1904,FZO, Bristol Filton,Filton, United Kingdom
1905,GA0, Heart of Georgia Regional,Eastman, GA
1906,GA1, Barwick Lafayette,Lafayette, GA
1907,GA2, West Georgia Regional - O V Gray Field,Carrollton, GA
1908,GA3, Newnan Coweta County,Atlanta, GA
1909,GA4, Jackson County,Jefferson, GA
1910,GA5, Thomson McDuffie County,Thomson, GA
1911,GA6, Cherokee County,Canton, GA
1912,GA7, Greene County Regional,Greensboro, GA
1913,GA8, Monroe Walton County,Monroe, GA
1914,GAC, Gracias Airport,Gracias, Honduras
1915,GAD, Northeast Alabama Regional,Gadsden, AL
1916,GAE, Matmata Northeast,Gabes, Tunisia
1917,GAI, Montgomery County Airpark,Gaithersburg, MD
1918,GAJ, Yamagata Airport,Yamagata, Japan
1919,GAL, Edward G. Pitka Sr.,Galena, AK
1920,GAM, Gambell Airport,Gambell, AK
1921,GAN, Gan Island Airport,Gan Island, Maldives
1922,GAO, Los Canos,Guantanamo, Cuba
1923,GAQ, Gao Airport,Gao, Mali
1924,GAR, Garaina Airport,Garaina, Papua New Guinea
1925,GAT, Gap Tallard,Gap, France
1926,GAU, Guwahati International,Guwahati, India
1927,GAW, Gangaw Airport,Gangaw, Burma
1928,GAY, Gaya Airport,Gaya, India
1929,GB1, Wattisham,Suffolk, United Kingdom
1930,GBA, Goose Bay AAF,Goose Bay, AK
1931,GBD, Great Bend Municipal,Great Bend, KS
1932,GBE, Sir Seretse Khama International,Gaborone, Botswana
1933,GBG, Galesburg Municipal,Galesburg, IL
1934,GBH, Galbraith Lake Airport,Galbraith Lake, AK
1935,GBJ, Marie Galante Airport,Marie Galante, Guadeloupe
1936,GBK, Gbangbatok Airport,Gbangbatok, Sierra Leone
1937,GBR, Walter J. Koladza,Great Barrington, MA
1938,GBU, Khashm El Girba Airport,Khashm El Girba, Sudan
1939,GCA, Guacamayas Airport,Guacamayas, Colombia
1940,GCC, Gillette Campbell County,Gillette, WY
1941,GCI, Guernsey Airport,Guernsey, United Kingdom
1942,GCK, Garden City Regional,Garden City, KS
1943,GCM, Owen Roberts International,Grand Cayman, Cayman Islands
1944,GCN, Grand Canyon National Park,Grand Canyon, AZ
1945,GCY, Municipal,Greeneville, TN
1946,GDC, Donaldson Field,Greenville, SC
1947,GDE, Gode Airport,Gode, Ethiopia
1948,GDH, Golden Horn Lodge Seaplane Base,Golden Horn Lodge, AK
1949,GDL, Miguel Hidalgo Y Costilla International,Guadalajara, Mexico
1950,GDM, Gardner Municipal,Gardner, MA
1951,GDN, Gdansk Lech Walesa,Gdansk, Poland
1952,GDQ, Gonder Atse Tewodros,Gondar, Ethiopia
1953,GDT, JAGS McCartney International,Grand Turk, Turks and Caicos Islands
1954,GDV, Dawson Community,Glendive, MT
1955,GDW, Gladwin Zettel Memorial,Gladwin, MI
1956,GDX, Magadan Airport,Magadan, Russia
1957,GEA, Noumea Magenta,Noumea, New Caledonia
1958,GED, Delaware Coastal,Georgetown, DE
1959,GEG, Spokane International,Spokane, WA
1960,GEK, Ganes Creek Airport,Ganes Creek, AK
1961,GEL, Santo Angelo Airport,Santo Angelo, Brazil
1962,GEN, Gardermoen,Oslo, Norway
1963,GEO, Cheddi Jagan International,Georgetown, Guyana
1964,GER, Rafael Cabrera,Nueva Gerona, Cuba
1965,GES, General Santos Airport,General Santos, Philippines
1966,GET, Geraldton Airport,Geraldton, Australia
1967,GEV, Gallivare Airport,Gallivare, Sweden
1968,GEY, South Big Horn County,Greybull, WY
1969,GEZ, Shelbyville Municipal,Shelbyville, IN
1970,GFA, Malmstrom AFB Heliport,Great Falls, MT
1971,GFB, Togiak Fish Airport,Togiak Fish, AK
1972,GFF, Griffith Airport,Griffith, Australia
1973,GFK, Grand Forks International,Grand Forks, ND
1974,GFL, Floyd Bennett Memorial,Glens Falls, NY
1975,GFN, Grafton Airport,Grafton, Australia
1976,GFO, Bartica Airport,Bartica, Guyana
1977,GFR, Granville Mont Saint Michel,Granville, France
1978,GFY, Grootfontein Airport,Grootfontein, Namibia
1979,GGE, Georgetown County,Georgetown, SC
1980,GGG, East Texas Regional,Longview, TX
1981,GGN, Gagnoa Airport,Gagnoa, Cote d'Ivoire
1982,GGT, Exuma International,Moss Town, The Bahamas
1983,GGW, Wokal Field/Glasgow International,Glasgow, MT
1984,GHA, Noumerat Moufdi Zakaria,Ghardaia, Algeria
1985,GHB, Governors Harbour Airport,Governors Harbour, The Bahamas
1986,GHC, Great Harbour Cay Airport,Great Harbour Cay, The Bahamas
1987,GHT, Ghat Airport,Ghat, Libya
1988,GHU, Gualeguaychu Airport,Gualeguaychu, Argentina
1989,GIB, Gibraltar Airport,Gibraltar, Gibraltar
1990,GIG, Galeao Antonio Carlos Jobim International,Rio de Janeiro, Brazil
1991,GIL, Gilgit Airport,Gilgit, Pakistan
1992,GIS, Gisborne Airport,Gisborne, New Zealand
1993,GIZ, Gizan Saudia Arabia,Gizan, Saudi Arabia
1994,GJA, Guanaja,Guanaja Island, Honduras
1995,GJM, Guajara Mirim,Guajara-Mirim, Brazil
1996,GJT, Grand Junction Regional,Grand Junction, CO
1997,GKA, Goroka Airport,Goroka, Papua New Guinea
1998,GKL, Bonnie Doon,Great Keppel Island, Australia
1999,GKN, Gulkana Airport,Gulkana, AK
2000,GL1, Station Nord Airport,Station Nord, Greenland
2001,GL2, Hyde Fjord Ice Strip,Hyde Fjord, Greenland
2002,GLA, Glasgow Airport,Glasgow, United Kingdom
2003,GLD, Renner Field,Goodland, KS
2004,GLF, Golfito Airport,Golfito, Costa Rica
2005,GLH, Greenville Mid Delta,Greenville, MS
2006,GLI, Glen Innes Airport,Glen Innes, Australia
2007,GLK, Gaalkacyo,Galcaio, Somalia
2008,GLM, Glenormiston Airport,Glenormiston, Australia
2009,GLN, Goulimime Airport,Goulimime, Morocco
2010,GLO, Gloucestershire,Gloucester/Cheltenham, United Kingdom
2011,GLQ, Glennallen Airport,Glennallen, AK
2012,GLR, Gaylord Regional,Gaylord, MI
2013,GLS, Scholes International at Galveston,Galveston, TX
2014,GLT, Gladstone Airport,Gladstone, Australia
2015,GLV, Golovin Airport,Golovin, AK
2016,GLW, Glasgow Municipal,Glasgow, KY
2017,GMA, Gemena Airport,Gemena, Congo (Kinshasa)
2018,GMB, Gambella Airport,Gambella, Ethiopia
2019,GMC, Guerima Airport,Guerima, Colombia
2020,GML, Antonov 2 International,Kiev, Ukraine
2021,GMP, Gimpo International,Seoul, South Korea
2022,GMT, Granite Mountain AS,Granite Mountain, AK
2023,GMU, Greenville Downtown,Greenville, SC
2024,GNA, Hrodna Airport,Hrodna, Belarus
2025,GNB, Grenoble Isere,Grenoble, France
2026,GND, Maurice Bishop International,Grenada, Grenada
